,Source,7M_i0_n_BMAJ,7M_i0_n_BMIN,7M_i0_n_BPA,7M_i0_n_PEAK,7M_i0_n_RMSSTD,7M_i0_n_RMSMAD,7M_i0_n_SNRSTD,7M_i0_n_SNRMAD,7M_i1_n_BMAJ,7M_i1_n_BMIN,7M_i1_n_BPA,7M_i1_n_PEAK,7M_i1_n_RMSSTD,7M_i1_n_RMSMAD,7M_i1_n_SNRSTD,7M_i1_n_SNRMAD,7M_i1_y_BMAJ,7M_i1_y_BMIN,7M_i1_y_BPA,7M_i1_y_PEAK,7M_i1_y_RMSSTD,7M_i1_y_RMSMAD,7M_i1_y_SNRSTD,7M_i1_y_SNRMAD,7M_i2_n_BMAJ,7M_i2_n_BMIN,7M_i2_n_BPA,7M_i2_n_PEAK,7M_i2_n_RMSSTD,7M_i2_n_RMSMAD,7M_i2_n_SNRSTD,7M_i2_n_SNRMAD,7M_i2_y_BMAJ,7M_i2_y_BMIN,7M_i2_y_BPA,7M_i2_y_PEAK,7M_i2_y_RMSSTD,7M_i2_y_RMSMAD,7M_i2_y_SNRSTD,7M_i2_y_SNRMAD,7M_i3_n_BMAJ,7M_i3_n_BMIN,7M_i3_n_BPA,7M_i3_n_PEAK,7M_i3_n_RMSSTD,7M_i3_n_RMSMAD,7M_i3_n_SNRSTD,7M_i3_n_SNRMAD,7M_i3_y_BMAJ,7M_i3_y_BMIN,7M_i3_y_BPA,7M_i3_y_PEAK,7M_i3_y_RMSSTD,7M_i3_y_RMSMAD,7M_i3_y_SNRSTD,7M_i3_y_SNRMAD,7M_i4_n_BMAJ,7M_i4_n_BMIN,7M_i4_n_BPA,7M_i4_n_PEAK,7M_i4_n_RMSSTD,7M_i4_n_RMSMAD,7M_i4_n_SNRSTD,7M_i4_n_SNRMAD,7M_i4_y_BMAJ,7M_i4_y_BMIN,7M_i4_y_BPA,7M_i4_y_PEAK,7M_i4_y_RMSSTD,7M_i4_y_RMSMAD,7M_i4_y_SNRSTD,7M_i4_y_SNRMAD
61,138741,8.0065984725936,4.3899822235116,-70.08860015869,0.029907506,0.006674761,0.0041352767,4.4806857,7.2322865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,138939,7.9658365249620005,4.52149248123,-70.40683746338,0.012744113,0.0024387226,0.0013672053,5.225733,9.321287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,139543,7.809867858888,4.4940466880784005,-70.27563476562,0.011763733,0.0027960283,0.0016724674,4.207301,7.033759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,141636,7.8182182312020005,4.566517353057599,-70.57313537598,0.009674276,0.0019108832,0.001141302,5.062725,8.476525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,G024.6343-00.3233,7.9575190544124,4.3481011390704,-68.470703125,0.031059587,0.0050788303,0.0024995753,6.1155,12.425946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,G025.6498+01.0491,7.977889060973999,4.5515866279608,-67.95751953125,0.55190533,0.08160347,0.036198027,6.7632585,15.246835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,G027.7954-00.2772,7.888217926024799,4.4519510269152,-67.4938659668,0.04606676,0.007441894,0.003936015,6.190193,11.703909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,G028.3271+00.1617,7.91060400009,4.5193800926196,-68.71508789062,0.072916955,0.0106000025,0.004832417,6.8789563,15.089128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,G032.0518-00.0902,8.1123476028444,4.499356746672,-70.61766052246,0.014545431,0.002316734,0.0012796524,6.278421,11.366706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,100662,7.983546733857601,4.4321618080152,-74.18720245361,0.0040031695,0.0013303857,0.0009093144,3.0090294,4.4024043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,101073,7.989600181579199,4.409125804900801,-74.24223327637,0.01881162,0.0031902464,0.0014954715,5.8966045,12.579057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,101377,8.0058412551888,4.420975208281201,-74.0944442749,0.0075017144,0.0015477121,0.0009789946,4.84697,7.6626716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,101899,8.0041580200188,4.4240751266472005,-74.11937713623,0.30273542,0.03448623,0.013216357,8.778443,22.906116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,102131,8.02246570587,4.472174167632001,-73.99250030518,0.008777144,0.0016740343,0.0009886187,5.243109,8.87819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,102460,7.9215021133415995,4.4904446601876,-74.92641448975,0.026201317,0.003758846,0.0015271029,6.9705744,17.157532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,103319,8.018509864806,4.46386575699,-74.11627960205,0.0030003455,0.0011367077,0.000753208,2.639505,3.9834223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,103421,8.032876968383999,4.4630460739152,-74.03039550781,0.22943081,0.027082818,0.009894467,8.471453,23.187788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,105702,7.9921903610232,4.4610972404472,-74.14575958252,0.008848185,0.0015044763,0.0008952826,5.881239,9.88312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,106164,8.1050586700428,4.4645872116096,-73.7593536377,0.0066072177,0.0017596397,0.0010904236,3.7548697,6.0593133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,106756,8.065985679626401,4.4679861068724,-73.81555175781,0.12209392,0.022243863,0.0112201385,5.488881,10.881677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,106819,8.0620126724232,4.4624099731428,-74.07335662842,0.23573336,0.027770285,0.011586417,8.48869,20.345665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,81483,8.048848152160799,4.4275221824652,-75.76330566406,0.053083964,0.0036438147,0.002246823,14.568239,23.626234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,81635,8.0476837158204,4.4273104667676,-75.55367279053,0.21001643,0.004764098,0.0031438556,44.083145,66.802185,8.0476837158204,8.0476837158204,-75.55367279053,0.20980905,0.00517251,0.0032859093,40.56233,63.85114,8.049302101134,8.049302101134,-75.65155029297,0.2181876,0.0046475497,0.0028109928,46.946804,77.61941,8.049302101134,8.049302101134,-75.65155029297,0.2186384,0.00394771,0.0025050866,55.383602,87.27779,8.034507751464,8.034507751464,-75.61254119873,0.21831378,0.003914067,0.002488851,55.77671,87.71669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,81793,8.0567274093624,4.4364705085764005,-75.76094055176,0.08172108,0.0024252879,0.0016243719,33.695415,50.309345,8.0567274093624,8.0567274093624,-75.76094055176,0.08142804,0.0025245806,0.0016803038,32.25409,48.460308,8.078662872313199,8.078662872313199,-76.14806365967,0.08576673,0.002418018,0.0015147432,35.46985,56.621304,8.078662872313199,8.078662872313199,-76.14806365967,0.08684661,0.0019625484,0.0013206401,44.25196,65.761,8.122756958006399,8.122756958006399,-76.62194824219,0.087977305,0.0019964434,0.0013594462,44.067017,64.715546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,82207,8.0617580413812,4.4252305030836,-75.72190093994,0.04510013,0.012081501,0.0065872394,3.7329905,6.8465905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,82240,8.087109565734,4.44157552719,-75.86134338379,0.103772685,0.0035852694,0.002542059,28.94418,40.822296,8.087109565734,8.087109565734,-75.86134338379,0.10334902,0.003924192,0.0026733133,26.336384,38.659527,8.0905313491812,8.0905313491812,-76.04811096191,0.11403274,0.0037325441,0.0024924688,30.550941,45.75092,8.0905313491812,8.0905313491812,-76.04811096191,0.114675894,0.0031841858,0.0022294535,36.0142,51.43677,8.1049146652224,8.1049146652224,-74.82088470459,0.1171404,0.0032243158,0.0023432476,36.33031,49.99062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,82445,8.0755729675308,4.4249644279476,-75.82792663574,0.06903061,0.0066990713,0.0043345722,10.304505,15.925589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,82529,8.0409774780288,4.424448966980401,-75.72630310059,0.009485999,0.0013839013,0.0008801231,6.854534,10.778036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,82665,8.1164064407364,4.4042344093332,-75.55401611328,0.0124351,0.0029880002,0.0016417351,4.1616797,7.5743647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,83968,8.076367378234801,4.3681173324588,-75.41251373291,0.12627845,0.0034896752,0.0021799903,36.186302,57.92615,8.076367378234801,8.076367378234801,-75.41251373291,0.12629144,0.0033548884,0.002105602,37.644005,59.97878,8.076367378234801,8.076367378234801,-75.41250610352,0.1307985,0.0033075574,0.0021848567,39.545345,59.865944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,84174,8.051124572755201,4.3739380836504,-75.64144897461,0.004316223,0.0014117992,0.0009949891,3.0572498,4.3379602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,84223,8.0161066055304,4.3855557441696,-75.82487487793,0.004797623,0.0011646866,0.0007580868,4.1192393,6.3285933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,84612,8.086731910704,4.368580341339601,-75.56075286865,0.030991588,0.0022982333,0.0014395345,13.4849615,21.528896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,84809,8.1083326339728,4.3828282356264,-75.43743133545,0.055532478,0.0022973754,0.0016131912,24.17214,34.42399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,85129,7.9502892494184,4.4677453041072,-74.78441619873,0.21137258,0.003436064,0.0025419446,61.515903,83.15389,7.9502892494184,7.9502892494184,-74.78441619873,0.20974742,0.003893169,0.0028624157,53.87575,73.27637,7.9502897262564005,7.9502897262564005,-74.78442382812,0.22751507,0.0036051956,0.0025596295,63.107555,88.88594,7.9502897262564005,7.9502897262564005,-74.78442382812,0.22892685,0.0030086741,0.0021843314,76.08895,104.804085,7.9502897262564005,7.9502897262564005,-74.78441619873,0.22902824,0.0030561984,0.0022529429,74.938934,101.657364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,85234,8.119411468506,4.3761801719664,-75.78269958496,0.051299866,0.0022278219,0.0014928476,23.026917,34.363766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,85399,7.999901294709599,4.437109470366,-74.43667602539,0.0043272325,0.0014168494,0.0009671507,3.054123,4.474207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,85482,8.0569124221788,4.4508433341996,-73.78485107422,0.01035923,0.0011307871,0.0007866209,9.161079,13.16928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,85625,8.0681028366096,4.4513816833512,-73.81037902832,0.03233981,0.0019198173,0.0011978871,16.845255,26.997377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
